time,power
2024-11-23 12:08:44.417487,2288
2024-11-23 12:08:49.453144,2259
2024-11-23 12:08:54.528719,2191
2024-11-23 12:08:59.056841,2257
2024-11-23 12:09:04.141433,2267
2024-11-23 12:09:09.172041,2283
2024-11-23 12:09:14.220562,2257
2024-11-23 12:09:19.248138,2266
2024-11-23 12:09:24.319723,2283
2024-11-23 12:09:29.331147,1766
2024-11-23 12:09:34.341937,244
2024-11-23 12:09:39.441444,303
2024-11-23 12:09:45.007441,1841
2024-11-23 12:09:49.021130,2266
2024-11-23 12:09:54.049638,2260
2024-11-23 12:09:59.100387,2279
2024-11-23 12:10:04.189832,2274
2024-11-23 12:10:09.237423,2250
2024-11-23 12:10:14.325948,2250
2024-11-23 12:10:19.441417,2253
2024-11-23 12:10:23.992592,2274
2024-11-23 12:10:29.063028,2285
2024-11-23 12:10:34.117645,2275
2024-11-23 12:10:39.220133,2266
2024-11-23 12:10:44.309678,2264
2024-11-23 12:10:49.383225,2282
2024-11-23 12:10:54.432794,2271
2024-11-23 12:10:59.497347,2316
2024-11-23 12:11:04.177288,2239
2024-11-23 12:11:09.269959,2240
2024-11-23 12:11:14.355948,2261
2024-11-23 12:11:19.386941,2259
2024-11-23 12:11:24.435516,2240
2024-11-23 12:11:29.019593,2247
2024-11-23 12:11:34.031174,2243
2024-11-23 12:11:39.136779,2242
2024-11-23 12:11:44.186320,2250
2024-11-23 12:11:49.282991,2229
2024-11-23 12:11:54.357573,2226
2024-11-23 12:11:59.476094,2242
2024-11-23 12:12:04.057132,2205
2024-11-23 12:12:09.078836,2246
2024-11-23 12:12:14.187253,2251
2024-11-23 12:12:19.251821,2259
2024-11-23 12:12:24.306076,2260
2024-11-23 12:12:29.379264,2260
2024-11-23 12:12:35.022509,2242
2024-11-23 12:12:39.105461,2244
2024-11-23 12:12:44.143016,2245
2024-11-23 12:12:49.229518,2232
2024-11-23 12:12:54.294082,2226
2024-11-23 12:12:59.401612,2230
2024-11-23 12:13:04.007658,2224
2024-11-23 12:13:09.072198,2226
2024-11-23 12:13:14.100791,2227
2024-11-23 12:13:16.992648,2223
2024-11-23 12:13:24.264829,2650
2024-11-23 12:13:29.294413,2499
2024-11-23 12:13:31.984516,2457
2024-11-23 12:13:39.373601,2493
2024-11-23 12:13:44.436952,2509
2024-11-23 12:13:49.040174,2510
2024-11-23 12:13:54.153686,2515
2024-11-23 12:13:59.191257,2511
2024-11-23 12:14:04.256777,2514
2024-11-23 12:14:09.364387,2512
2024-11-23 12:14:14.471817,2517
2024-11-23 12:14:19.021986,2528
2024-11-23 12:14:24.071487,2518
2024-11-23 12:14:29.128034,2504
2024-11-23 12:14:34.326455,2480
2024-11-23 12:14:39.343055,2516
2024-11-23 12:14:44.369618,2515
2024-11-23 12:14:49.397225,2509
2024-11-23 12:14:54.003289,2496
2024-11-23 12:14:59.070828,2502
2024-11-23 12:15:04.169326,2503
2024-11-23 12:15:09.182942,2516
2024-11-23 12:15:14.193565,2487
2024-11-23 12:15:19.259044,2516
2024-11-23 12:15:24.306709,2495
2024-11-23 12:15:29.378251,2507
2024-11-23 12:15:34.437852,2505
2024-11-23 12:15:39.446388,2526
2024-11-23 12:15:44.488932,2512
2024-11-23 12:15:49.017099,2504
2024-11-23 12:15:54.094590,2525
2024-11-23 12:15:59.191145,2524
2024-11-23 12:16:04.228782,2199
2024-11-23 12:16:09.292327,2449
2024-11-23 12:16:14.429779,2520
2024-11-23 12:16:19.475318,2536
2024-11-23 12:16:23.993397,2533
2024-11-23 12:16:29.051050,2504
2024-11-23 12:16:34.084633,2513
2024-11-23 12:16:39.130181,2488
2024-11-23 12:16:44.161759,2464
2024-11-23 12:16:49.215387,2468
2024-11-23 12:16:54.279907,2493
2024-11-23 12:16:59.423344,2498
2024-11-23 12:17:04.491647,2240
2024-11-23 12:17:09.027994,2426
2024-11-23 12:17:14.084700,2492
2024-11-23 12:17:19.145284,2496
2024-11-23 12:17:24.191832,2504
2024-11-23 12:17:29.303334,2493
2024-11-23 12:17:34.359935,2501
2024-11-23 12:17:39.406605,2488
2024-11-23 12:17:44.436176,2265
2024-11-23 12:17:49.464775,2260
2024-11-23 12:17:54.057858,2268
2024-11-23 12:17:59.088398,2276
2024-11-23 12:18:04.168013,2289
2024-11-23 12:18:09.224592,2272
2024-11-23 12:18:14.283198,2288
2024-11-23 12:18:19.333794,2281
2024-11-23 12:18:24.434363,657
2024-11-23 12:18:29.466864,339
2024-11-23 12:18:34.487483,310
2024-11-23 12:18:39.064871,323
2024-11-23 12:18:44.188166,332
2024-11-23 12:18:49.251723,341
2024-11-23 12:18:54.346724,333
2024-11-23 12:18:59.450755,332
2024-11-23 12:19:04.528298,335
2024-11-23 12:19:06.995633,332
2024-11-23 12:19:14.142944,341
2024-11-23 12:19:19.299379,337
2024-11-23 12:19:24.348949,337
2024-11-23 12:19:29.436505,333
2024-11-23 12:19:34.474075,330
2024-11-23 12:19:39.532592,543
2024-11-23 12:19:44.069730,298
2024-11-23 12:19:49.155261,293
2024-11-23 12:19:54.257772,296
2024-11-23 12:19:59.335314,306
2024-11-23 12:20:04.374010,294
2024-11-23 12:20:09.413614,292
2024-11-23 12:20:14.473232,290
2024-11-23 12:20:19.049367,301
2024-11-23 12:20:24.160964,298
2024-11-23 12:20:29.254574,295
2024-11-23 12:20:34.332186,292
2024-11-23 12:20:39.367811,300
2024-11-23 12:20:44.458433,293
2024-11-23 12:20:49.512218,309
2024-11-23 12:20:54.064243,289
2024-11-23 12:20:59.136878,296
2024-11-23 12:21:04.190485,293
2024-11-23 12:21:09.204171,291
2024-11-23 12:21:14.258814,286
2024-11-23 12:21:19.271460,294
2024-11-23 12:21:24.369075,285
2024-11-23 12:21:29.415093,286
2024-11-23 12:21:34.472374,279
2024-11-23 12:21:39.535945,276
2024-11-23 12:21:44.117117,296
2024-11-23 12:21:49.189718,283
2024-11-23 12:21:54.202388,279
2024-11-23 12:21:59.271880,287
2024-11-23 12:22:04.346607,283
2024-11-23 12:22:09.428254,288
2024-11-23 12:22:14.015340,288
2024-11-23 12:22:19.034953,289
2024-11-23 12:22:24.140600,296
2024-11-23 12:22:29.158203,280
2024-11-23 12:22:34.255806,283
2024-11-23 12:22:39.367363,292
2024-11-23 12:22:44.512926,288
2024-11-23 12:22:49.025108,282
2024-11-23 12:22:54.147689,282
2024-11-23 12:22:59.175268,283
2024-11-23 12:23:04.193998,281
2024-11-23 12:23:09.274555,280
2024-11-23 12:23:14.319390,282
2024-11-23 12:23:19.361794,281
2024-11-23 12:23:24.389840,284
2024-11-23 12:23:29.493028,281
2024-11-23 12:23:34.047140,281
2024-11-23 12:23:39.069808,281
2024-11-23 12:23:44.162404,284
2024-11-23 12:23:49.196826,280
2024-11-23 12:23:54.241635,280
2024-11-23 12:23:59.286422,281
2024-11-23 12:24:04.313126,292
2024-11-23 12:24:09.383150,311
2024-11-23 12:24:14.471158,298
2024-11-23 12:24:19.043515,296
2024-11-23 12:24:24.097137,300
2024-11-23 12:24:29.128733,304
2024-11-23 12:24:34.141397,314
2024-11-23 12:24:39.153077,290
2024-11-23 12:24:44.242375,302
2024-11-23 12:24:49.330229,314
2024-11-23 12:24:54.389751,315
2024-11-23 12:24:59.416445,294
2024-11-23 12:25:04.500021,289
2024-11-23 12:25:09.049164,307
2024-11-23 12:25:14.079920,290
2024-11-23 12:25:19.133431,302
2024-11-23 12:25:24.272905,293
2024-11-23 12:25:29.292585,281
2024-11-23 12:25:34.406129,286
2024-11-23 12:25:39.375855,281
2024-11-23 12:25:44.517320,297
2024-11-23 12:25:49.027567,306
2024-11-23 12:25:54.046179,293
2024-11-23 12:25:59.144721,258
2024-11-23 12:26:04.254274,245
2024-11-23 12:26:09.310903,265
2024-11-23 12:26:14.390476,261
2024-11-23 12:26:19.487013,276
2024-11-23 12:26:24.083103,284
2024-11-23 12:26:29.120775,275
2024-11-23 12:26:34.178350,285
2024-11-23 12:26:39.250957,272
2024-11-23 12:26:44.329489,263
2024-11-23 12:26:49.404107,251
2024-11-23 12:26:54.521649,243
2024-11-23 12:26:59.122712,264
2024-11-23 12:27:04.188459,277
2024-11-23 12:27:09.285934,274
2024-11-23 12:27:14.348516,269
2024-11-23 12:27:19.424012,264
2024-11-23 12:27:24.489256,265
2024-11-23 12:27:29.037791,266
2024-11-23 12:27:34.090353,262
2024-11-23 12:27:39.094045,265
2024-11-23 12:27:44.208583,258
2024-11-23 12:27:49.223234,256
2024-11-23 12:27:54.266830,252
2024-11-23 12:27:59.284433,246
2024-11-23 12:28:04.343059,259
2024-11-23 12:28:09.384698,264
2024-11-23 12:28:14.487414,262
2024-11-23 12:28:19.062311,258
2024-11-23 12:28:24.167892,252
2024-11-23 12:28:29.226494,258
2024-11-23 12:28:34.265095,258
2024-11-23 12:28:39.377619,249
2024-11-23 12:28:44.448223,258
2024-11-23 12:28:49.480867,251
2024-11-23 12:28:54.523974,247
2024-11-23 12:28:59.117538,254
2024-11-23 12:29:04.182223,249
2024-11-23 12:29:09.237898,266
2024-11-23 12:29:14.329383,242
2024-11-23 12:29:19.450043,251
2024-11-23 12:29:24.476701,264
2024-11-23 12:29:29.040824,270
2024-11-23 12:29:34.096031,254
2024-11-23 12:29:39.165983,255
2024-11-23 12:29:44.353465,275
2024-11-23 12:29:49.441815,268
2024-11-23 12:29:54.524573,254
2024-11-23 12:29:59.151603,250
2024-11-23 12:30:04.255498,259
2024-11-23 12:30:09.298832,248
2024-11-23 12:30:14.343389,251
2024-11-23 12:30:19.388034,248
2024-11-23 12:30:24.485570,242
2024-11-23 12:30:29.539043,248
2024-11-23 12:30:34.052317,237
2024-11-23 12:30:39.132903,243
2024-11-23 12:30:44.193500,237
2024-11-23 12:30:49.321975,258
2024-11-23 12:30:54.392583,257
2024-11-23 12:30:59.452175,244
2024-11-23 12:31:04.538736,271
2024-11-23 12:31:09.100860,206
2024-11-23 12:31:14.124464,208
2024-11-23 12:31:19.218567,227
2024-11-23 12:31:24.231714,213
2024-11-23 12:31:29.296269,214
2024-11-23 12:31:34.374811,212
2024-11-23 12:31:39.474388,223
2024-11-23 12:31:44.016533,212
2024-11-23 12:31:49.077095,222
2024-11-23 12:31:54.123726,244
2024-11-23 12:31:59.147378,247
2024-11-23 12:32:04.205988,500
2024-11-23 12:32:09.229575,476
2024-11-23 12:32:14.316123,449
2024-11-23 12:32:19.413691,470
2024-11-23 12:32:24.453296,458
2024-11-23 12:32:30.041317,444
2024-11-23 12:32:34.127922,436
2024-11-23 12:32:39.185621,433
2024-11-23 12:32:44.264113,443
2024-11-23 12:32:49.324795,437
2024-11-23 12:32:54.378306,436
2024-11-23 12:32:59.506828,436
2024-11-23 12:33:05.042907,439
2024-11-23 12:33:09.128550,439
2024-11-23 12:33:14.148163,449
2024-11-23 12:33:19.220749,458
2024-11-23 12:33:24.226354,462
2024-11-23 12:33:29.241998,442
2024-11-23 12:33:34.300616,444
2024-11-23 12:33:39.391156,455
2024-11-23 12:33:44.423808,444
2024-11-23 12:33:49.478383,444
2024-11-23 12:33:52.023675,441
2024-11-23 12:33:59.079284,441
2024-11-23 12:34:04.098029,441
2024-11-23 12:34:09.160298,439
2024-11-23 12:34:14.239866,424
2024-11-23 12:34:19.281506,421
2024-11-23 12:34:24.338040,419
2024-11-23 12:34:29.437566,417
2024-11-23 12:34:34.457252,420
2024-11-23 12:34:39.535845,418
2024-11-23 12:34:42.018259,420
2024-11-23 12:34:49.196471,427
2024-11-23 12:34:54.254872,431
2024-11-23 12:34:59.316658,415
2024-11-23 12:35:04.347262,412
2024-11-23 12:35:09.359906,412
2024-11-23 12:35:14.390540,416
2024-11-23 12:35:19.430146,413
2024-11-23 12:35:24.569937,422
2024-11-23 12:35:29.119763,419
2024-11-23 12:35:34.233350,438
2024-11-23 12:35:39.343852,450
2024-11-23 12:35:44.410409,432
2024-11-23 12:35:49.431052,427
2024-11-23 12:35:54.539601,413
2024-11-23 12:35:59.141673,420
2024-11-23 12:36:04.157309,427
2024-11-23 12:36:09.213915,424
2024-11-23 12:36:14.294119,412
2024-11-23 12:36:19.415981,412
2024-11-23 12:36:24.472525,421
2024-11-23 12:36:29.483840,413
2024-11-23 12:36:34.506831,210
2024-11-23 12:36:39.085962,189
2024-11-23 12:36:44.172462,195
2024-11-23 12:36:49.247699,192
2024-11-23 12:36:54.296657,192
2024-11-23 12:36:59.367233,195
2024-11-23 12:37:04.372847,186
2024-11-23 12:37:09.405496,187
2024-11-23 12:37:14.446105,188
2024-11-23 12:37:19.486985,190
2024-11-23 12:37:24.536275,188
2024-11-23 12:37:29.075442,188
2024-11-23 12:37:34.090102,189
2024-11-23 12:37:39.118696,188
2024-11-23 12:37:44.192257,189
2024-11-23 12:37:49.239899,189
2024-11-23 12:37:54.336595,188
2024-11-23 12:37:59.395017,188
2024-11-23 12:38:04.457594,188
2024-11-23 12:38:09.502106,190
2024-11-23 12:38:14.518844,188
2024-11-23 12:38:19.127902,192
2024-11-23 12:38:24.183466,186
2024-11-23 12:38:29.242077,187
2024-11-23 12:38:34.279132,185
2024-11-23 12:38:39.301325,185
2024-11-23 12:38:44.330929,186
2024-11-23 12:38:49.361578,187
2024-11-23 12:38:54.393195,186
2024-11-23 12:38:59.400843,184
2024-11-23 12:39:04.469429,185
2024-11-23 12:39:09.517010,183
2024-11-23 12:39:14.044229,183
2024-11-23 12:39:19.098799,184
2024-11-23 12:39:24.196368,199
2024-11-23 12:39:29.199137,185
2024-11-23 12:39:34.205588,181
2024-11-23 12:39:39.293178,185
2024-11-23 12:39:44.342729,180
2024-11-23 12:39:49.393357,181
2024-11-23 12:39:54.502885,178
2024-11-23 12:40:00.023956,185
2024-11-23 12:40:04.167553,191
2024-11-23 12:40:09.211233,189
2024-11-23 12:40:14.250884,194
2024-11-23 12:40:19.312644,194
2024-11-23 12:40:24.344109,212
2024-11-23 12:40:29.421752,219
2024-11-23 12:40:34.454190,215
2024-11-23 12:40:39.508990,223
2024-11-23 12:40:44.105319,191
2024-11-23 12:40:49.128838,199
2024-11-23 12:40:54.177479,201
2024-11-23 12:40:57.029379,207
2024-11-23 12:41:04.376551,197
2024-11-23 12:41:09.384092,190
2024-11-23 12:41:14.520649,199
2024-11-23 12:41:19.032867,213
2024-11-23 12:41:24.050532,207
2024-11-23 12:41:29.120684,206
2024-11-23 12:41:34.172630,208
2024-11-23 12:41:39.322028,202
2024-11-23 12:41:44.462639,194
2024-11-23 12:41:49.573145,194
2024-11-23 12:41:54.132296,209
2024-11-23 12:41:59.263881,203
2024-11-23 12:42:04.315384,188
2024-11-23 12:42:09.368993,186
2024-11-23 12:42:14.433545,192
2024-11-23 12:42:20.096532,195
2024-11-23 12:42:24.131999,204
2024-11-23 12:42:29.231739,210
2024-11-23 12:42:34.297288,222
2024-11-23 12:42:39.343942,239
2024-11-23 12:42:44.373582,1724
2024-11-23 12:42:49.446100,1747
2024-11-23 12:42:55.041103,1688
2024-11-23 12:42:59.102831,1675
2024-11-23 12:43:04.182348,1698
2024-11-23 12:43:09.278874,1690
2024-11-23 12:43:14.345463,1515
2024-11-23 12:43:19.383040,732
2024-11-23 12:43:24.490622,1708
2024-11-23 12:43:29.540198,1733
2024-11-23 12:43:34.055160,1763
2024-11-23 12:43:39.137956,1738
2024-11-23 12:43:44.225503,1751
2024-11-23 12:43:49.323980,449
2024-11-23 12:43:54.346703,226
2024-11-23 12:43:59.443199,299
2024-11-23 12:44:02.041416,369
2024-11-23 12:44:09.497966,355
2024-11-23 12:44:14.133497,241
2024-11-23 12:44:19.192091,246
2024-11-23 12:44:24.213699,233
2024-11-23 12:44:29.268276,291
2024-11-23 12:44:34.337862,241
2024-11-23 12:44:39.423254,237
2024-11-23 12:44:44.448050,233
2024-11-23 12:44:49.547753,268
2024-11-23 12:44:54.065753,280
2024-11-23 12:44:59.138245,224
2024-11-23 12:45:04.161997,237
2024-11-23 12:45:09.235527,213
2024-11-23 12:45:14.329141,210
2024-11-23 12:45:19.341759,243
2024-11-23 12:45:24.403335,206
2024-11-23 12:45:29.428909,290
2024-11-23 12:45:34.521617,344
2024-11-23 12:45:40.063550,215
2024-11-23 12:45:44.136418,210
2024-11-23 12:45:49.195757,1553
2024-11-23 12:45:54.235393,1734
2024-11-23 12:45:59.288968,414
2024-11-23 12:46:04.309616,1167
2024-11-23 12:46:09.404134,1741
2024-11-23 12:46:14.471758,1743
2024-11-23 12:46:20.069745,1062
2024-11-23 12:46:24.083443,289
2024-11-23 12:46:29.204962,209
2024-11-23 12:46:34.228585,376
2024-11-23 12:46:39.293168,355
2024-11-23 12:46:44.420679,230
2024-11-23 12:46:49.479106,230
2024-11-23 12:46:54.547867,253
2024-11-23 12:46:59.168890,246
2024-11-23 12:47:04.193559,231
2024-11-23 12:47:09.205154,225
2024-11-23 12:47:14.293717,289
2024-11-23 12:47:19.388262,218
2024-11-23 12:47:24.458830,226
2024-11-23 12:47:29.489458,265
2024-11-23 12:47:34.520125,226
2024-11-23 12:47:39.583657,240
2024-11-23 12:47:44.119792,209
2024-11-23 12:47:49.144411,206
2024-11-23 12:47:54.223245,187
2024-11-23 12:47:59.246613,231
2024-11-23 12:48:04.312198,206
2024-11-23 12:48:09.379805,217
2024-11-23 12:48:14.455312,201
2024-11-23 12:48:19.526935,200
2024-11-23 12:48:24.578501,230
2024-11-23 12:48:29.141614,212
2024-11-23 12:48:34.217136,198
2024-11-23 12:48:39.311762,209
2024-11-23 12:48:44.338477,237
2024-11-23 12:48:49.460854,196
2024-11-23 12:48:54.488518,202
2024-11-23 12:48:59.518140,199
2024-11-23 12:49:04.093263,220
2024-11-23 12:49:09.148804,197
2024-11-23 12:49:14.174460,188
2024-11-23 12:49:19.286969,189
2024-11-23 12:49:24.341589,236
2024-11-23 12:49:29.368148,205
2024-11-23 12:49:34.447750,192
2024-11-23 12:49:39.509352,192
2024-11-23 12:49:44.102394,215
2024-11-23 12:49:49.174043,244
2024-11-23 12:49:54.195612,200
2024-11-23 12:49:59.263175,213
2024-11-23 12:50:04.326208,205
2024-11-23 12:50:09.386213,254
2024-11-23 12:50:14.410960,197
2024-11-23 12:50:17.055174,191
2024-11-23 12:50:24.514163,192
2024-11-23 12:50:29.534708,246
2024-11-23 12:50:34.111884,204
2024-11-23 12:50:39.203443,197
2024-11-23 12:50:44.301975,204
2024-11-23 12:50:49.328578,189
2024-11-23 12:50:54.346285,227
2024-11-23 12:50:59.495715,191
2024-11-23 12:51:04.536342,189
2024-11-23 12:51:09.104475,192
2024-11-23 12:51:14.174087,223
2024-11-23 12:51:19.180809,191
2024-11-23 12:51:24.228462,192
2024-11-23 12:51:29.289083,215
2024-11-23 12:51:34.401618,237
2024-11-23 12:51:39.470833,196
2024-11-23 12:51:44.512745,268
2024-11-23 12:51:49.068901,464
2024-11-23 12:51:54.172449,468
2024-11-23 12:51:59.297966,436
2024-11-23 12:52:04.399492,442
2024-11-23 12:52:09.444128,409
2024-11-23 12:52:14.551448,563
2024-11-23 12:52:19.062834,508
2024-11-23 12:52:24.156372,475
2024-11-23 12:52:29.336836,477
2024-11-23 12:52:34.347511,471
2024-11-23 12:52:39.389725,473
2024-11-23 12:52:44.405663,495
2024-11-23 12:52:49.498241,473
2024-11-23 12:52:54.564835,478
2024-11-23 12:52:59.084982,478
2024-11-23 12:53:04.180503,510
2024-11-23 12:53:09.239140,480
2024-11-23 12:53:14.260730,499
2024-11-23 12:53:19.283351,490
2024-11-23 12:53:24.360914,480
2024-11-23 12:53:29.384546,511
2024-11-23 12:53:34.443187,483
2024-11-23 12:53:39.531095,474
2024-11-23 12:53:44.097757,474
2024-11-23 12:53:49.156391,501
2024-11-23 12:53:54.258941,476
2024-11-23 12:53:59.392062,471
2024-11-23 12:54:04.481970,473
2024-11-23 12:54:07.060213,476
2024-11-23 12:54:14.145589,504
2024-11-23 12:54:19.223226,479
2024-11-23 12:54:24.267368,480
2024-11-23 12:54:29.341299,481
2024-11-23 12:54:34.379690,502
2024-11-23 12:54:39.461386,495
2024-11-23 12:54:44.085977,478
2024-11-23 12:54:49.120097,490
2024-11-23 12:54:54.190127,518
2024-11-23 12:54:59.200206,494
2024-11-23 12:55:04.254781,494
2024-11-23 12:55:09.368120,501
2024-11-23 12:55:14.412859,514
2024-11-23 12:55:19.500408,494
2024-11-23 12:55:24.523030,481
2024-11-23 12:55:30.127018,482
2024-11-23 12:55:34.145927,491
2024-11-23 12:55:39.170279,507
2024-11-23 12:55:44.280804,490
2024-11-23 12:55:49.297539,504
2024-11-23 12:55:54.394909,480
2024-11-23 12:55:59.487561,483
2024-11-23 12:56:04.584024,508
2024-11-23 12:56:09.172135,493
2024-11-23 12:56:14.293463,268
2024-11-23 12:56:19.357169,275
2024-11-23 12:56:24.423730,262
2024-11-23 12:56:29.490326,273
2024-11-23 12:56:34.078346,265
2024-11-23 12:56:39.106007,279
2024-11-23 12:56:44.173718,260
2024-11-23 12:56:49.186169,280
2024-11-23 12:56:54.239702,275
2024-11-23 12:56:59.301333,261
2024-11-23 12:57:04.355923,252
2024-11-23 12:57:09.417468,265
2024-11-23 12:57:14.512966,261
2024-11-23 12:57:19.541587,281
2024-11-23 12:57:25.080694,258
2024-11-23 12:57:29.138298,264
2024-11-23 12:57:34.209957,244
2024-11-23 12:57:39.270434,259
2024-11-23 12:57:44.342017,263
2024-11-23 12:57:49.445530,274
2024-11-23 12:57:54.532020,265
2024-11-23 12:57:59.129142,270
2024-11-23 12:58:04.241668,248
2024-11-23 12:58:09.265254,258
2024-11-23 12:58:14.331839,264
2024-11-23 12:58:19.414372,257
2024-11-23 12:58:24.498954,255
2024-11-23 12:58:29.136951,255
2024-11-23 12:58:34.229484,246
2024-11-23 12:58:39.288085,250
2024-11-23 12:58:44.326873,242
2024-11-23 12:58:49.372078,241
2024-11-23 12:58:54.393880,266
2024-11-23 12:58:59.433484,253
2024-11-23 12:59:04.549409,284
2024-11-23 12:59:10.075034,263
2024-11-23 12:59:14.209882,260
2024-11-23 12:59:19.261217,272
2024-11-23 12:59:24.365749,253
2024-11-23 12:59:29.441977,267
2024-11-23 12:59:34.474475,273
2024-11-23 12:59:39.522223,255
2024-11-23 12:59:44.542115,267
2024-11-23 12:59:49.132089,249
2024-11-23 12:59:54.258700,256
2024-11-23 12:59:59.397182,260
2024-11-23 13:00:04.455740,248
2024-11-23 13:00:09.495330,262
2024-11-23 13:00:14.571914,275
2024-11-23 13:00:19.132023,250
2024-11-23 13:00:24.248346,260
2024-11-23 13:00:29.275113,266
2024-11-23 13:00:34.307868,253
2024-11-23 13:00:39.420283,249
2024-11-23 13:00:44.471869,281
2024-11-23 13:00:49.575374,265
2024-11-23 13:00:54.207397,271
2024-11-23 13:00:59.282985,258
2024-11-23 13:01:04.391520,254
2024-11-23 13:01:09.431095,257
2024-11-23 13:01:14.468680,247
2024-11-23 13:01:19.085731,262
2024-11-23 13:01:24.217266,242
2024-11-23 13:01:29.230870,264
2024-11-23 13:01:34.301197,246
2024-11-23 13:01:39.351056,261
2024-11-23 13:01:44.416540,249
2024-11-23 13:01:49.482166,249
2024-11-23 13:01:54.553731,256
2024-11-23 13:01:59.599334,252
2024-11-23 13:02:04.240409,248
2024-11-23 13:02:09.276964,263
2024-11-23 13:02:14.376477,264
2024-11-23 13:02:19.451051,258
2024-11-23 13:02:24.515712,244
2024-11-23 13:02:29.082757,255
2024-11-23 13:02:34.170265,260
2024-11-23 13:02:39.213920,260
2024-11-23 13:02:44.258428,248
2024-11-23 13:02:49.362017,253
2024-11-23 13:02:54.407598,241
2024-11-23 13:02:59.559093,259
2024-11-23 13:03:04.153171,223
2024-11-23 13:03:09.191756,209
2024-11-23 13:03:14.213549,200
2024-11-23 13:03:19.241003,197
2024-11-23 13:03:24.356506,196
2024-11-23 13:03:29.431354,206
2024-11-23 13:03:34.505623,203
2024-11-23 13:03:39.150664,197
2024-11-23 13:03:44.255203,197
2024-11-23 13:03:49.313722,191
2024-11-23 13:03:54.433358,199
2024-11-23 13:03:59.444903,193
2024-11-23 13:04:04.495498,216
2024-11-23 13:04:09.553046,211
2024-11-23 13:04:14.127146,192
2024-11-23 13:04:19.185943,183
2024-11-23 13:04:24.258304,207
2024-11-23 13:04:27.076256,196
2024-11-23 13:04:34.451418,183
2024-11-23 13:04:37.071565,183
2024-11-23 13:04:44.603524,187
2024-11-23 13:04:49.167609,201
2024-11-23 13:04:54.225189,209
2024-11-23 13:04:59.298786,199
2024-11-23 13:05:04.444255,202
2024-11-23 13:05:09.463885,202
2024-11-23 13:05:14.476489,195
2024-11-23 13:05:19.534067,186
2024-11-23 13:05:24.645553,187
2024-11-23 13:05:29.250151,211
2024-11-23 13:05:34.256275,204
2024-11-23 13:05:39.347826,216
2024-11-23 13:05:44.410376,203
2024-11-23 13:05:49.480081,202
2024-11-23 13:05:54.487606,216
2024-11-23 13:05:59.587165,186
2024-11-23 13:06:04.115272,206
2024-11-23 13:06:09.170857,206
2024-11-23 13:06:14.218593,208
2024-11-23 13:06:19.231132,203
2024-11-23 13:06:24.324618,187
2024-11-23 13:06:29.403162,190
2024-11-23 13:06:34.438852,189
2024-11-23 13:06:39.493387,190
2024-11-23 13:06:45.149298,182
2024-11-23 13:06:49.224936,188
2024-11-23 13:06:54.276559,207
2024-11-23 13:06:59.388077,199
2024-11-23 13:07:04.457655,182
2024-11-23 13:07:09.530194,188
2024-11-23 13:07:14.117290,184
2024-11-23 13:07:19.193892,182
2024-11-23 13:07:24.207624,180
2024-11-23 13:07:29.266103,182
2024-11-23 13:07:34.310785,180
2024-11-23 13:07:39.447351,182
2024-11-23 13:07:44.463030,181
2024-11-23 13:07:49.566697,182
2024-11-23 13:07:54.145482,183
2024-11-23 13:07:57.079513,181
2024-11-23 13:08:04.275784,183
2024-11-23 13:08:09.318421,184
2024-11-23 13:08:14.367025,184
2024-11-23 13:08:19.414587,182
2024-11-23 13:08:24.453162,180
2024-11-23 13:08:29.535358,182
2024-11-23 13:08:34.560376,182
2024-11-23 13:08:39.127488,181
2024-11-23 13:08:44.155060,181
2024-11-23 13:08:49.193721,183
2024-11-23 13:08:54.255285,180
2024-11-23 13:08:59.296872,181
2024-11-23 13:09:04.342481,181
2024-11-23 13:09:09.444005,181
2024-11-23 13:09:14.475327,180
2024-11-23 13:09:19.471273,179
2024-11-23 13:09:24.512879,180
2024-11-23 13:09:29.581425,180
2024-11-23 13:09:34.163523,181
2024-11-23 13:09:39.185107,177
2024-11-23 13:09:44.210729,179
2024-11-23 13:09:49.226381,179
2024-11-23 13:09:54.253998,178
2024-11-23 13:09:59.274607,424
2024-11-23 13:10:04.350154,404
2024-11-23 13:10:09.440208,398
2024-11-23 13:10:14.494309,407
2024-11-23 13:10:19.530901,391
2024-11-23 13:10:24.570346,391
2024-11-23 13:10:29.126656,399
2024-11-23 13:10:34.142306,393
2024-11-23 13:10:39.197850,394
2024-11-23 13:10:44.255388,396
2024-11-23 13:10:49.289062,394
2024-11-23 13:10:54.319671,393
2024-11-23 13:10:59.353235,396
2024-11-23 13:11:04.384870,394
2024-11-23 13:11:09.471480,394
2024-11-23 13:11:15.084398,397
2024-11-23 13:11:19.092120,394
2024-11-23 13:11:24.114704,395
2024-11-23 13:11:29.178302,392
2024-11-23 13:11:34.219906,393
2024-11-23 13:11:37.081793,392
2024-11-23 13:11:44.325058,392
2024-11-23 13:11:49.373445,393
2024-11-23 13:11:54.401279,406
2024-11-23 13:11:59.414878,411
2024-11-23 13:12:04.425523,407
2024-11-23 13:12:09.537103,405
2024-11-23 13:12:14.640623,420
2024-11-23 13:12:19.215681,417
2024-11-23 13:12:24.275255,386
2024-11-23 13:12:29.352849,404
2024-11-23 13:12:34.387417,375
2024-11-23 13:12:39.423013,377
2024-11-23 13:12:44.468639,373
2024-11-23 13:12:49.547946,373
